,acc,val_acc,loss,val_loss
36,0.9277052283287048,0.9180633425712584,0.20759879052639008,0.20606692135334007
37,0.9319030046463012,0.931098699569702,0.2025154083967209,0.19145026803016665
38,0.9295709133148192,0.910614550113678,0.19651265442371368,0.21638615429401398
39,0.9365671873092652,0.8994413614273071,0.18495261669158936,0.2422056049108505
40,0.9347015023231506,0.9162011146545408,0.17834419012069702,0.19815924763679504
41,0.9309701323509216,0.9180633425712584,0.18993763625621804,0.199069082736969
42,0.9314365386962892,0.8938547372817993,0.17642854154109955,0.2540346384048462
43,0.945895493030548,0.9143389463424684,0.1680143028497696,0.19509105384349826
44,0.9384328126907348,0.9199255108833312,0.17126397788524628,0.20738571882247925
45,0.9379664063453674,0.8938547372817993,0.17443124949932098,0.24433884024620056
46,0.9342350959777832,0.9348230957984924,0.18335691094398496,0.1781504601240158
47,0.941231369972229,0.9087523221969604,0.1652866005897522,0.2560101449489593
48,0.9361007213592528,0.9329608678817748,0.16400949656963348,0.1874985545873642
49,0.9426305890083312,0.9292364716529846,0.15322870016098022,0.19926075637340546
50,0.941231369972229,0.8994413614273071,0.16913531720638275,0.2536727786064148
51,0.9356343150138856,0.931098699569702,0.1748725026845932,0.19899463653564453
52,0.9379664063453674,0.9459962844848632,0.16938123106956482,0.17582738399505615
53,0.9435634613037108,0.9385474920272828,0.16050802171230316,0.19907179474830627
54,0.945895493030548,0.9143389463424684,0.15172407031059265,0.2058508992195129
55,0.9472947716712952,0.8919925689697266,0.14449040591716766,0.2558698952198029
56,0.94822758436203,0.9143389463424684,0.13974125683307648,0.2299196571111679
57,0.9444962739944458,0.9292364716529846,0.14925482869148254,0.19519750773906708
58,0.9505596756935121,0.927374303340912,0.1362755298614502,0.20797596871852875
59,0.9561567306518556,0.9143389463424684,0.13075001537799835,0.199847474694252
60,0.9556903243064879,0.9068901538848876,0.13364137709140778,0.2044040411710739
61,0.951958954334259,0.8659217953681946,0.13660912215709686,0.3074490427970886
62,0.9496268630027772,0.9459962844848632,0.1401326209306717,0.15755502879619598
63,0.9510261416435242,0.8975791335105896,0.13065634667873385,0.2590409219264984
64,0.9514925479888916,0.9292364716529846,0.12651850283145905,0.21016764640808105
65,0.9547574520111084,0.9366852641105652,0.11890753358602525,0.1915059834718704
66,0.951958954334259,0.9031657576560974,0.13045558333396912,0.26897069811820984
67,0.9449626803398132,0.942271888256073,0.13570381700992584,0.1862296760082245
68,0.9472947716712952,0.9459962844848632,0.15115612745285034,0.17262810468673706
69,0.9333022236824036,0.927374303340912,0.1828885525465012,0.19737455248832705
70,0.9449626803398132,0.8789571523666382,0.15277567505836487,0.26184603571891785
71,0.9416977763175964,0.9068901538848876,0.1529555320739746,0.217710942029953
72,0.9421641826629642,0.9404096603393556,0.16067390143871307,0.17861108481884005
73,0.9468283653259276,0.9292364716529846,0.15589013695716858,0.1908365339040756
74,0.9347015023231506,0.9441340565681458,0.1771635264158249,0.15305297076702118
75,0.9402984976768494,0.9180633425712584,0.15755102038383484,0.21869736909866333
76,0.9430969953536988,0.9292364716529846,0.14898256957530975,0.19871512055397034
77,0.9407649040222168,0.9217877388000488,0.1587270349264145,0.20708347856998446
78,0.9500932693481444,0.9199255108833312,0.14332839846611026,0.2072503715753556
79,0.9407649040222168,0.910614550113678,0.15586809813976288,0.21536339819431305
80,0.941231369972229,0.8864059448242188,0.15310078859329224,0.2744148969650269
81,0.9500932693481444,0.9199255108833312,0.13435475528240204,0.2406063228845597
82,0.9500932693481444,0.9031657576560974,0.1461954563856125,0.27297690510749817
83,0.9426305890083312,0.8864059448242188,0.14629867672920227,0.2677817642688751
84,0.9505596756935121,0.9050279259681702,0.13990208506584167,0.22149600088596344
85,0.9440298676490784,0.927374303340912,0.1551753431558609,0.1946333199739456
86,0.9440298676490784,0.9385474920272828,0.14746053516864774,0.16565141081809998
87,0.94822758436203,0.931098699569702,0.1468302309513092,0.18258586525917053
88,0.945895493030548,0.9031657576560974,0.15006893873214722,0.2674567103385925
89,0.9430969953536988,0.8975791335105896,0.16177116334438324,0.2867806255817413
90,0.9421641826629642,0.9217877388000488,0.15820610523223874,0.22479109466075886
91,0.952891767024994,0.884543776512146,0.14006060361862185,0.28593361377716064
92,0.9500932693481444,0.9292364716529846,0.1639455109834671,0.18469657003879547
93,0.9496268630027772,0.9366852641105652,0.14676295220851898,0.17259517312049866
94,0.950559675693512,0.90130352973938,0.13576489686965942,0.2614867091178894
95,0.9486940503120422,0.9124767184257508,0.14010994136333466,0.23081961274147034
96,0.939832091331482,0.8808193802833557,0.1618018001317978,0.3149004578590393
97,0.9426305890083312,0.9124767184257508,0.165139839053154,0.2274462133646012
98,0.9463619589805604,0.931098699569702,0.1523963063955307,0.17858529090881348
99,0.955690324306488,0.9143389463424684,0.1280737668275833,0.24403782188892365
100,0.9510261416435242,0.9143389463424684,0.14504702389240265,0.25258418917655945
101,0.950559675693512,0.9180633425712584,0.13826940953731534,0.25778093934059143
102,0.9468283653259276,0.9292364716529846,0.14771650731563568,0.17444773018360138
103,0.953358232975006,0.8919925689697266,0.13533206284046173,0.2947603166103363
104,0.9468283653259276,0.9366852641105652,0.14246104657649994,0.22307726740837092
105,0.953358232975006,0.9608938694000244,0.14982078969478607,0.14812014997005465
106,0.954291045665741,0.9292364716529846,0.14428822696208954,0.20942966639995567
107,0.9472947716712952,0.9199255108833312,0.13962571322917938,0.22399334609508514
108,0.9491604566574096,0.8957169651985168,0.13346223533153534,0.25319117307662964
109,0.9491604566574096,0.9515828490257264,0.14620046317577362,0.1534058302640915
110,0.9622201323509216,0.9348230957984924,0.0932784229516983,0.1897997260093689
111,0.9566231369972228,0.927374303340912,0.10774771869182588,0.22487422823905945
112,0.954291045665741,0.9050279259681702,0.11995023488998413,0.25059252977371216
113,0.9594216346740724,0.9143389463424684,0.1215023323893547,0.22518403828144076
114,0.95802241563797,0.9590316414833068,0.11852798610925674,0.1467301994562149
115,0.9701492786407472,0.9404096603393556,0.0951412171125412,0.1968897581100464
116,0.966417908668518,0.8882681727409363,0.10108126699924468,0.3124692142009735
117,0.966417908668518,0.927374303340912,0.09793168306350708,0.2422633171081543
118,0.9589552283287048,0.9292364716529846,0.11055199801921843,0.23410041630268094
119,0.9608209133148192,0.8677839636802673,0.10474712401628494,0.3577776849269867
120,0.9612873196601868,0.910614550113678,0.09955604374408722,0.2564273178577423
121,0.964085817337036,0.9627560377120972,0.11147575080394743,0.15750883519649506
122,0.9617537260055542,0.910614550113678,0.1044096127152443,0.2639703750610352
123,0.9575559496879578,0.9255120754241944,0.11463669687509535,0.2227282077074051
124,0.9608209133148192,0.8752327561378479,0.10013270378112793,0.34469011425971985
125,0.960354506969452,0.957169473171234,0.11404668539762496,0.16195204854011536
126,0.9510261416435242,0.9329608678817748,0.1444978415966034,0.2066948115825653
127,0.9500932693481444,0.9515828490257264,0.1404004842042923,0.16100884974002838
128,0.9435634613037108,0.8677839636802673,0.15613210201263428,0.44075068831443787
129,0.9589552283287048,0.864059567451477,0.11869261413812635,0.4487939178943634
130,0.9547574520111084,0.9534450769424438,0.12219496071338654,0.16435275971889496
131,0.954291045665741,0.9050279259681702,0.12875497341156006,0.2495916187763214
132,0.9538246393203735,0.9571694731712341,0.140433669090271,0.1450650990009308
133,0.9612873196601868,0.9441340565681458,0.12443052977323532,0.19968529045581818
