,acc,val_acc,loss,val_loss
0,0.7126865386962891,0.7318435907363892,0.60325688123703,0.7119579911231995
1,0.8236940503120422,0.8398510217666626,0.4610182046890259,0.359360009431839
2,0.8264925479888916,0.8137802481651306,0.4460896551609039,0.3952966630458832
3,0.8493469953536987,0.8677839636802673,0.3922429084777832,0.3113487958908081
4,0.8367537260055542,0.8789571523666382,0.4124206602573395,0.3068438172340393
5,0.85447758436203,0.8938547372817993,0.3722521960735321,0.2640196681022644
6,0.8722015023231506,0.8957169651985168,0.34575599431991577,0.239064559340477
7,0.8666045069694519,0.9068901538848876,0.33892571926116943,0.2230965793132782
8,0.8824626803398132,0.8975791335105896,0.3362835943698883,0.2117347717285156
9,0.8852611780166626,0.858473002910614,0.30991366505622864,0.3067370653152466
10,0.8941231369972229,0.9087523221969604,0.2957400679588318,0.2315259873867035
11,0.8927238583564758,0.910614550113678,0.27227744460105896,0.2286771386861801
12,0.8964552283287048,0.8826815485954285,0.2754131555557251,0.2488992065191269
13,0.9113805890083312,0.8864059448242188,0.2480342090129853,0.22910887002944946
14,0.9020522236824036,0.8919925689697266,0.26801714301109314,0.2990640699863434
15,0.9057835936546326,0.9031657576560974,0.2522983253002167,0.2018423825502396
16,0.9160447716712952,0.9255120754241944,0.2344826310873032,0.1899198293685913
17,0.9071828126907348,0.9068901538848876,0.2646811008453369,0.22941359877586365
18,0.920708954334259,0.8398510217666626,0.2166866064071656,0.3358373641967773
19,0.922108232975006,0.90130352973938,0.2327527701854705,0.20760123431682587
20,0.920708954334259,0.9217877388000488,0.2304418385028839,0.2100590318441391
21,0.9239738583564758,0.9068901538848876,0.2308589220046997,0.20883667469024653
22,0.9123134613037108,0.910614550113678,0.25376343727111816,0.2133461982011795
23,0.9202425479888916,0.910614550113678,0.23357954621315,0.21697114408016205
24,0.91697758436203,0.9050279259681702,0.22747239470481875,0.2400044947862625
25,0.9179104566574096,0.9162011146545408,0.2297927588224411,0.2331511676311493
26,0.9239738583564758,0.9050279259681702,0.21326588094234467,0.2320750653743744
27,0.9160447716712952,0.931098699569702,0.22007815539836886,0.18973468244075767
28,0.920708954334259,0.9162011146545408,0.22211854159832,0.19906112551689148
29,0.9347015023231506,0.8975791335105896,0.19105857610702515,0.2430731952190399
30,0.9286380410194396,0.8882681727409363,0.20415067672729487,0.2666145861148834
31,0.9244403243064879,0.9199255108833312,0.214939832687378,0.22219939529895785
32,0.9258395433425904,0.9236499071121216,0.20478127896785736,0.2013457864522934
33,0.9225746393203736,0.9143389463424684,0.21285380423069,0.21543532609939567
34,0.929104506969452,0.9068901538848876,0.2093058079481125,0.20814114809036247
35,0.9253731369972228,0.9236499071121216,0.21021170914173126,0.2097446173429489
